"","Cvirginica_TranscriptID","moduleColor","Airradians_TranscriptID","Protein_name","Cvirginica_ProteinID","Cvirginica_GeneID","Cvirginica_KEGGID"
"8332","XM_022441973.1",NA,NA,NA,"S-adenosylhomocysteine hydrolase-like protein 1","LOC111107029","cvn:111107029"
"8333","XM_022441992.1",NA,NA,NA,"N-lysine methyltransferase KMT5A-A-like","LOC111107046","cvn:111107046"
"8334","XM_022441993.1",NA,NA,NA,"N-lysine methyltransferase KMT5A-A-like","LOC111107046","cvn:111107046"
"8335","XM_022441995.1",NA,NA,NA,"N-lysine methyltransferase KMT5A-A-like","LOC111107046","cvn:111107046"
"8336","XM_022441996.1",NA,NA,NA,"N-lysine methyltransferase KMT5A-A-like","LOC111107046","cvn:111107046"
"8337","XM_022441997.1",NA,NA,NA,"N-lysine methyltransferase KMT5A-A-like","LOC111107046","cvn:111107046"
"8338","XM_022441999.1",NA,NA,NA,"serine/threonine-protein kinase TBK1-like","LOC111107048","cvn:111107048"
"8339","XM_022442000.1",NA,NA,NA,"serine/threonine-protein kinase TBK1-like","LOC111107048","cvn:111107048"
"8340","XM_022442001.1",NA,NA,NA,"serine/threonine-protein kinase TBK1-like","LOC111107048","cvn:111107048"
"8341","XM_022442002.1",NA,NA,NA,"uncharacterized","LOC111107052","cvn:111107052"
"8342","XM_022442007.1",NA,NA,NA,"serine-aspartate repeat-containing protein I-like","LOC111107057","cvn:111107057"
"8343","XM_022442008.1",NA,NA,NA,"serine-aspartate repeat-containing protein I-like","LOC111107057","cvn:111107057"
"8344","XM_022442015.1",NA,NA,NA,"uncharacterized","LOC111107060","cvn:111107060"
"8345","XM_022442016.1",NA,NA,NA,"uncharacterized","LOC111107061","cvn:111107061"
"8346","XM_022442017.1",NA,NA,NA,"uncharacterized","LOC111107061","cvn:111107061"
"8347","XM_022442020.1",NA,NA,NA,"uncharacterized","LOC111107061","cvn:111107061"
"8348","XM_022442021.1",NA,NA,NA,"uncharacterized","LOC111107061","cvn:111107061"
"8349","XM_022442022.1",NA,NA,NA,"uncharacterized","LOC111107061","cvn:111107061"
"8350","XM_022442023.1",NA,NA,NA,"cortactin-binding protein 2-like","LOC111107062","cvn:111107062"
"8351","XM_022442024.1",NA,NA,NA,"cortactin-binding protein 2-like","LOC111107062","cvn:111107062"
"8352","XM_022442025.1",NA,NA,NA,"probable cytochrome P450 CYP44","LOC111107063","cvn:111107063"
"8353","XM_022442026.1",NA,NA,NA,"tyrosine-protein phosphatase non-receptor type 13-like","LOC111107064","cvn:111107064"
"8354","XM_022442027.1",NA,NA,NA,"tyrosine-protein phosphatase non-receptor type 13-like","LOC111107064","cvn:111107064"
"8355","XM_022442028.1",NA,NA,NA,"tyrosine-protein phosphatase non-receptor type 13-like","LOC111107064","cvn:111107064"
"8356","XM_022442029.1",NA,NA,NA,"tyrosine-protein phosphatase non-receptor type 13-like","LOC111107064","cvn:111107064"
"8357","XM_022442030.1",NA,NA,NA,"tyrosine-protein phosphatase non-receptor type 13-like","LOC111107064","cvn:111107064"
"8358","XM_022442031.1",NA,NA,NA,"tyrosine-protein phosphatase non-receptor type 13-like","LOC111107064","cvn:111107064"
"8359","XM_022442032.1",NA,NA,NA,"tyrosine-protein phosphatase non-receptor type 13-like","LOC111107064","cvn:111107064"
"8360","XM_022442033.1",NA,NA,NA,"tyrosine-protein phosphatase non-receptor type 13-like","LOC111107064","cvn:111107064"
"8361","XM_022442035.1",NA,NA,NA,"tyrosine-protein phosphatase non-receptor type 13-like","LOC111107064","cvn:111107064"
"8362","XM_022442036.1",NA,NA,NA,"tyrosine-protein phosphatase non-receptor type 13-like","LOC111107064","cvn:111107064"
"8363","XM_022442038.1",NA,NA,NA,"Fanconi anemia group D2 protein-like","LOC111107067","cvn:111107067"
"8364","XM_022442046.1",NA,NA,NA,"uncharacterized","LOC111107080","cvn:111107080"
"8365","XM_022442047.1",NA,NA,NA,"E3 ubiquitin-protein ligase TRIM56-like","LOC111107081","cvn:111107081"
"8366","XM_022442048.1",NA,NA,NA,"uncharacterized","LOC111107084","cvn:111107084"
"8367","XM_022442049.1",NA,NA,NA,"uncharacterized","LOC111107084","cvn:111107084"
"8368","XM_022442050.1",NA,NA,NA,"uncharacterized","LOC111107084","cvn:111107084"
"8369","XM_022442051.1",NA,NA,NA,"uncharacterized","LOC111107084","cvn:111107084"
"8370","XM_022442052.1",NA,NA,NA,"blastula protease 10-like","LOC111107083","cvn:111107083"
"8371","XM_022442053.1",NA,NA,NA,"uncharacterized","LOC111107085","cvn:111107085"
"8372","XM_022442054.1",NA,NA,NA,"uncharacterized","LOC111107085","cvn:111107085"
"8373","XM_022442055.1",NA,NA,NA,"uncharacterized","LOC111107086","cvn:111107086"
"8374","XM_022442057.1",NA,NA,NA,"ras association domain-containing protein 1-like","LOC111107088","cvn:111107088"
"8375","XM_022442058.1",NA,NA,NA,"ras association domain-containing protein 1-like","LOC111107088","cvn:111107088"
"8376","XM_022442060.1",NA,NA,NA,"importin-9-like","LOC111107093","cvn:111107093"
"8377","XM_022442061.1",NA,NA,NA,"importin-9-like","LOC111107093","cvn:111107093"
"8378","XM_022442062.1",NA,NA,NA,"uncharacterized","LOC111107094","cvn:111107094"
"8379","XM_022442063.1",NA,NA,NA,"uncharacterized","LOC111107091","cvn:111107091"
"8380","XM_022442064.1",NA,NA,NA,"uncharacterized","LOC111107094","cvn:111107094"
"8381","XM_022442065.1",NA,NA,NA,"uncharacterized","LOC111107094","cvn:111107094"
"8382","XM_022442066.1",NA,NA,NA,"serine/threonine-protein kinase Nek4-like","LOC111107096","cvn:111107096"
"8383","XM_022442067.1",NA,NA,NA,"serine/threonine-protein kinase Nek4-like","LOC111107096","cvn:111107096"
"8384","XM_022442068.1",NA,NA,NA,"serine/threonine-protein kinase Nek4-like","LOC111107096","cvn:111107096"
"8385","XM_022442069.1",NA,NA,NA,"serine/threonine-protein kinase Nek4-like","LOC111107096","cvn:111107096"
"8386","XM_022442070.1",NA,NA,NA,"serine/threonine-protein kinase Nek4-like","LOC111107096","cvn:111107096"
"8387","XM_022442071.1",NA,NA,NA,"mucin-5AC-like","LOC111107097","cvn:111107097"
"8388","XM_022442072.1",NA,NA,NA,"mucin-5AC-like","LOC111107097","cvn:111107097"
"8389","XM_022442073.1",NA,NA,NA,"mucin-5AC-like","LOC111107097","cvn:111107097"
"8390","XM_022442074.1",NA,NA,NA,"mucin-5AC-like","LOC111107097","cvn:111107097"
"8391","XM_022442075.1",NA,NA,NA,"inosine-5'-monophosphate dehydrogenase 1-like","LOC111107099","cvn:111107099"
"8392","XM_022442077.1",NA,NA,NA,"inosine-5'-monophosphate dehydrogenase 1-like","LOC111107099","cvn:111107099"
"8393","XM_022442078.1",NA,NA,NA,"inosine-5'-monophosphate dehydrogenase 1-like","LOC111107099","cvn:111107099"
"8394","XM_022442079.1",NA,NA,NA,"inosine-5'-monophosphate dehydrogenase 1-like","LOC111107099","cvn:111107099"
"8395","XM_022442080.1",NA,NA,NA,"inosine-5'-monophosphate dehydrogenase 1-like","LOC111107099","cvn:111107099"
"8396","XM_022442082.1",NA,NA,NA,"uncharacterized","LOC111107103","cvn:111107103"
"8397","XM_022442083.1",NA,NA,NA,"uncharacterized","LOC111107104","cvn:111107104"
"8398","XM_022442084.1",NA,NA,NA,"uncharacterized","LOC111107104","cvn:111107104"
"8399","XM_022442085.1",NA,NA,NA,"uncharacterized","LOC111107104","cvn:111107104"
"8400","XM_022442086.1",NA,NA,NA,"uncharacterized","LOC111107104","cvn:111107104"
"8401","XM_022442087.1",NA,NA,NA,"uncharacterized","LOC111107104","cvn:111107104"
"8402","XM_022442088.1",NA,NA,NA,"uncharacterized","LOC111107104","cvn:111107104"
"8403","XM_022442089.1",NA,NA,NA,"uncharacterized","LOC111107104","cvn:111107104"
"8404","XM_022442090.1",NA,NA,NA,"uncharacterized","LOC111107104","cvn:111107104"
"8405","XM_022442091.1",NA,NA,NA,"uncharacterized","LOC111107104","cvn:111107104"
"8406","XM_022442092.1",NA,NA,NA,"uncharacterized","LOC111107104","cvn:111107104"
"8407","XM_022442093.1",NA,NA,NA,"uncharacterized","LOC111107104","cvn:111107104"
"8408","XM_022442094.1",NA,NA,NA,"uncharacterized","LOC111107104","cvn:111107104"
"8409","XM_022442095.1",NA,NA,NA,"uncharacterized","LOC111107104","cvn:111107104"
"8410","XM_022442096.1",NA,NA,NA,"uncharacterized","LOC111107104","cvn:111107104"
"8411","XM_022442097.1",NA,NA,NA,"uncharacterized","LOC111106855","cvn:111106855"
"8412","XM_022442103.1",NA,NA,NA,"laccase-4-like","LOC111107109","cvn:111107109"
"8413","XM_022442104.1",NA,NA,NA,"laccase-4-like","LOC111107109","cvn:111107109"
"8414","XM_022442106.1",NA,NA,NA,"F-box/LRR-repeat protein 5-like","LOC111107111","cvn:111107111"
"8415","XM_022442107.1",NA,NA,NA,"F-box/LRR-repeat protein 5-like","LOC111107111","cvn:111107111"
"8416","XM_022442108.1",NA,NA,NA,"peroxisomal acyl-coenzyme A oxidase 1-like","LOC111107112","cvn:111107112"
"8417","XM_022442113.1",NA,NA,NA,"plancitoxin-1-like","LOC111107114","cvn:111107114"
"8418","XM_022442114.1",NA,NA,NA,"neurocalcin homolog","LOC111107118","cvn:111107118"
"8419","XM_022442115.1",NA,NA,NA,"neurocalcin homolog","LOC111107118","cvn:111107118"
"8420","XM_022442116.1",NA,NA,NA,"neurocalcin homolog","LOC111107118","cvn:111107118"
"8421","XM_022442117.1",NA,NA,NA,"neurocalcin homolog","LOC111107118","cvn:111107118"
"8422","XM_022442118.1",NA,NA,NA,"perlustrin-like protein","LOC111107119","cvn:111107119"
"8423","XM_022442119.1",NA,NA,NA,"muskelin-like","LOC111107124","cvn:111107124"
"8424","XM_022442121.1",NA,NA,NA,"carnitine O-palmitoyltransferase 2, mitochondrial-like","LOC111107126","cvn:111107126"
"8425","XM_022442122.1",NA,NA,NA,"myb/SANT-like DNA-binding domain-containing protein 4","LOC111107123","cvn:111107123"
"8426","XM_022442123.1",NA,NA,NA,"histone-lysine N-methyltransferase SUV39H2-like","LOC111107127","cvn:111107127"
"8427","XM_022442130.1",NA,NA,NA,"carbohydrate sulfotransferase 4-like","LOC111107133","cvn:111107133"
"8428","XM_022442131.1",NA,NA,NA,"cortactin-binding protein 2-like","LOC111107135","cvn:111107135"
"8429","XM_022442132.1",NA,NA,NA,"cortactin-binding protein 2-like","LOC111107135","cvn:111107135"
"8430","XM_022442133.1",NA,NA,NA,"serine-aspartate repeat-containing protein I-like","LOC111107136","cvn:111107136"
"8431","XM_022442134.1",NA,NA,NA,"serine-aspartate repeat-containing protein I-like","LOC111107136","cvn:111107136"
"8432","XM_022442135.1",NA,NA,NA,"uncharacterized","LOC111107138","cvn:111107138"
"8433","XM_022442136.1",NA,NA,NA,"uncharacterized","LOC111107138","cvn:111107138"
"8434","XM_022442137.1",NA,NA,NA,"uncharacterized","LOC111107138","cvn:111107138"
"8435","XM_022442138.1",NA,NA,NA,"uncharacterized","LOC111107138","cvn:111107138"
"8436","XM_022442139.1",NA,NA,NA,"uncharacterized","LOC111107138","cvn:111107138"
"8437","XM_022442140.1",NA,NA,NA,"uncharacterized","LOC111107138","cvn:111107138"
"8438","XM_022442141.1",NA,NA,NA,"uncharacterized","LOC111107138","cvn:111107138"
"8439","XM_022442142.1",NA,NA,NA,"uncharacterized","LOC111107138","cvn:111107138"
"8440","XM_022442143.1",NA,NA,NA,"uncharacterized","LOC111107138","cvn:111107138"
"8441","XM_022442144.1",NA,NA,NA,"uncharacterized","LOC111107138","cvn:111107138"
"8442","XM_022442146.1",NA,NA,NA,"uncharacterized","LOC111107138","cvn:111107138"
"8443","XM_022442147.1",NA,NA,NA,"uncharacterized","LOC111107138","cvn:111107138"
"8444","XM_022442148.1",NA,NA,NA,"uncharacterized","LOC111107138","cvn:111107138"
"8445","XM_022442149.1",NA,NA,NA,"uncharacterized","LOC111107138","cvn:111107138"
"8446","XM_022442150.1",NA,NA,NA,"uncharacterized","LOC111107138","cvn:111107138"
"8447","XM_022442151.1",NA,NA,NA,"uncharacterized","LOC111107138","cvn:111107138"
"8448","XM_022442152.1",NA,NA,NA,"uncharacterized","LOC111107138","cvn:111107138"
"8449","XM_022442153.1",NA,NA,NA,"proton myo-inositol cotransporter-like","LOC111107140","cvn:111107140"
"8450","XM_022442169.1",NA,NA,NA,"peregrin-like","LOC111107149","cvn:111107149"
"8451","XM_022442170.1",NA,NA,NA,"peregrin-like","LOC111107149","cvn:111107149"
"8452","XM_022442171.1",NA,NA,NA,"uncharacterized protein K02A2.6-like","LOC111107146","cvn:111107146"
"8453","XM_022442172.1",NA,NA,NA,"peregrin-like","LOC111107149","cvn:111107149"
"8454","XM_022442173.1",NA,NA,NA,"peregrin-like","LOC111107149","cvn:111107149"
"8455","XM_022442176.1",NA,NA,NA,"dystroglycan-like","LOC111107154","cvn:111107154"
"8456","XM_022442177.1",NA,NA,NA,"dystroglycan-like","LOC111107154","cvn:111107154"
"8457","XM_022442178.1",NA,NA,NA,"dystroglycan-like","LOC111107154","cvn:111107154"
"8458","XM_022442179.1",NA,NA,NA,"dystroglycan-like","LOC111107154","cvn:111107154"
"8459","XM_022442180.1",NA,NA,NA,"dystroglycan-like","LOC111107154","cvn:111107154"
"8460","XM_022442181.1",NA,NA,NA,"dystroglycan-like","LOC111107154","cvn:111107154"
"8461","XM_022442182.1",NA,NA,NA,"dystroglycan-like","LOC111107154","cvn:111107154"
"8462","XM_022442183.1",NA,NA,NA,"dystroglycan-like","LOC111107154","cvn:111107154"
"8463","XM_022442184.1",NA,NA,NA,"dystroglycan-like","LOC111107154","cvn:111107154"
"8464","XM_022442185.1",NA,NA,NA,"uncharacterized","LOC111107155","cvn:111107155"
"8465","XM_022442186.1",NA,NA,NA,"uncharacterized","LOC111107155","cvn:111107155"
"8466","XM_022442187.1",NA,NA,NA,"uncharacterized","LOC111107155","cvn:111107155"
"8467","XM_022442188.1",NA,NA,NA,"uncharacterized","LOC111107155","cvn:111107155"
"8468","XM_022442189.1",NA,NA,NA,"uncharacterized","LOC111107155","cvn:111107155"
"8469","XM_022442190.1",NA,NA,NA,"uncharacterized","LOC111107155","cvn:111107155"
"8470","XM_022442191.1",NA,NA,NA,"uncharacterized","LOC111107155","cvn:111107155"
"8471","XM_022442192.1",NA,NA,NA,"uncharacterized","LOC111107155","cvn:111107155"
"8472","XM_022442193.1",NA,NA,NA,"uncharacterized","LOC111107156","cvn:111107156"
"8473","XM_022442194.1",NA,NA,NA,"vitamin D3 receptor-like","LOC111107158","cvn:111107158"
"8474","XM_022442195.1",NA,NA,NA,"vitamin D3 receptor-like","LOC111107158","cvn:111107158"
"8475","XM_022442198.1",NA,NA,NA,"uncharacterized","LOC111107157","cvn:111107157"
"8476","XM_022442199.1",NA,NA,NA,"uncharacterized","LOC111107160","cvn:111107160"
"8477","XM_022442202.1",NA,NA,NA,"mitogen-activated protein kinase 14A-like","LOC111107163","cvn:111107163"
"8478","XM_022442203.1",NA,NA,NA,"mitogen-activated protein kinase 14A-like","LOC111107163","cvn:111107163"
"8479","XM_022442207.1",NA,NA,NA,"glycine receptor subunit alpha-2-like","LOC111107168","cvn:111107168"
"8480","XM_022442209.1",NA,NA,NA,"uncharacterized","LOC111107170","cvn:111107170"
"8481","XM_022442210.1",NA,NA,NA,"uncharacterized","LOC111107170","cvn:111107170"
"8482","XM_022442211.1",NA,NA,NA,"uncharacterized","LOC111107170","cvn:111107170"
"8483","XM_022442212.1",NA,NA,NA,"dipeptidyl peptidase 1-like","LOC111107171","cvn:111107171"
"8484","XM_022442213.1",NA,NA,NA,"dipeptidyl peptidase 1-like","LOC111107171","cvn:111107171"
"8485","XM_022442215.1",NA,NA,NA,"rabenosyn-5-like","LOC111107174","cvn:111107174"
"8486","XM_022442225.1",NA,NA,NA,"beta-galactosidase-1-like protein 2","LOC111107181","cvn:111107181"
"8487","XM_022442226.1",NA,NA,NA,"beta-galactosidase-1-like protein 2","LOC111107181","cvn:111107181"
"8488","XM_022442227.1",NA,NA,NA,"beta-galactosidase-1-like protein 2","LOC111107181","cvn:111107181"
"8489","XM_022442228.1",NA,NA,NA,"HMG box-containing protein 1-like","LOC111107182","cvn:111107182"
"8490","XM_022442229.1",NA,NA,NA,"uncharacterized","LOC111107184","cvn:111107184"
"8491","XM_022442230.1",NA,NA,NA,"uncharacterized","LOC111107184","cvn:111107184"
"8492","XM_022442244.1",NA,NA,NA,"dual specificity protein phosphatase 7-like","LOC111107189","cvn:111107189"
"8493","XM_022442245.1",NA,NA,NA,"ankyrin repeat domain-containing protein 16-like","LOC111107190","cvn:111107190"
"8494","XM_022442246.1",NA,NA,NA,"uncharacterized","LOC111107191","cvn:111107191"
"8495","XM_022442248.1",NA,NA,NA,"histone-lysine N-methyltransferase SETMAR-like","LOC111107192","cvn:111107192"
"8496","XM_022442254.1",NA,NA,NA,"peritrophin-1-like","LOC111107197","cvn:111107197"
"8497","XM_022442255.1",NA,NA,NA,"peritrophin-1-like","LOC111107197","cvn:111107197"
"8498","XM_022442256.1",NA,NA,NA,"serine/threonine-protein kinase TBK1-like","LOC111107200","cvn:111107200"
"8499","XM_022442257.1",NA,NA,NA,"serine/threonine-protein kinase TBK1-like","LOC111107200","cvn:111107200"
"8500","XM_022442259.1",NA,NA,NA,"NTR domain-containing protein-like","LOC111107202","cvn:111107202"
"8501","XM_022442260.1",NA,NA,NA,"uncharacterized","LOC111107204","cvn:111107204"
"8502","XM_022442261.1",NA,NA,NA,"uncharacterized","LOC111107204","cvn:111107204"
"8503","XM_022442262.1",NA,NA,NA,"uncharacterized","LOC111107204","cvn:111107204"
"8504","XM_022442263.1",NA,NA,NA,"uncharacterized","LOC111107204","cvn:111107204"
"8505","XM_022442264.1",NA,NA,NA,"uncharacterized","LOC111107204","cvn:111107204"
"8506","XM_022442265.1",NA,NA,NA,"uncharacterized","LOC111107204","cvn:111107204"
"8507","XM_022442266.1",NA,NA,NA,"uncharacterized","LOC111107204","cvn:111107204"
"8508","XM_022442267.1",NA,NA,NA,"uncharacterized","LOC111107204","cvn:111107204"
"8509","XM_022442268.1",NA,NA,NA,"uncharacterized","LOC111107204","cvn:111107204"
"8510","XM_022442269.1",NA,NA,NA,"uncharacterized","LOC111107204","cvn:111107204"
"8511","XM_022442270.1",NA,NA,NA,"uncharacterized","LOC111107204","cvn:111107204"
"8512","XM_022442272.1",NA,NA,NA,"uncharacterized","LOC111107204","cvn:111107204"
"8513","XM_022442273.1",NA,NA,NA,"uncharacterized","LOC111107204","cvn:111107204"
"8514","XM_022442274.1",NA,NA,NA,"uncharacterized","LOC111107204","cvn:111107204"
"8515","XM_022442275.1",NA,NA,NA,"uncharacterized","LOC111107204","cvn:111107204"
"8516","XM_022442276.1",NA,NA,NA,"uncharacterized","LOC111107204","cvn:111107204"
"8517","XM_022442277.1",NA,NA,NA,"uncharacterized","LOC111107204","cvn:111107204"
"8518","XM_022442278.1",NA,NA,NA,"uncharacterized","LOC111107204","cvn:111107204"
"8519","XM_022442279.1",NA,NA,NA,"uncharacterized","LOC111107204","cvn:111107204"
"8520","XM_022442280.1",NA,NA,NA,"uncharacterized","LOC111107204","cvn:111107204"
"8521","XM_022442281.1",NA,NA,NA,"uncharacterized","LOC111107204","cvn:111107204"
"8522","XM_022442282.1",NA,NA,NA,"uncharacterized","LOC111107204","cvn:111107204"
"8523","XM_022442283.1",NA,NA,NA,"uncharacterized","LOC111107204","cvn:111107204"
"8524","XM_022442284.1",NA,NA,NA,"uncharacterized","LOC111107204","cvn:111107204"
"8525","XM_022442285.1",NA,NA,NA,"uncharacterized","LOC111107204","cvn:111107204"
"8526","XM_022442286.1",NA,NA,NA,"uncharacterized","LOC111107204","cvn:111107204"
"8527","XM_022442288.1",NA,NA,NA,"uncharacterized","LOC111107204","cvn:111107204"
"8528","XM_022442289.1",NA,NA,NA,"paired box protein Pax-6-like","LOC111107207","cvn:111107207"
"8529","XM_022442291.1",NA,NA,NA,"IQ and AAA domain-containing protein 1-like","LOC111107208","cvn:111107208"
"8530","XM_022442292.1",NA,NA,NA,"uncharacterized","LOC111107209","cvn:111107209"
"8531","XM_022442293.1",NA,NA,NA,"uncharacterized","LOC111107210","cvn:111107210"
"8532","XM_022442295.1",NA,NA,NA,"B-cell receptor-associated protein 31-like","LOC111107212","cvn:111107212"
"8533","XM_022442296.1",NA,NA,NA,"F-box only protein 7-like","LOC111107214","cvn:111107214"
"8534","XM_022442297.1",NA,NA,NA,"F-box only protein 7-like","LOC111107215","cvn:111107215"
"8535","XM_022442298.1",NA,NA,NA,"F-box only protein 7-like","LOC111107216","cvn:111107216"
"8536","XM_022442299.1",NA,NA,NA,"uncharacterized","LOC111107213","cvn:111107213"
"8537","XM_022442302.1",NA,NA,NA,"uncharacterized","LOC111107219","cvn:111107219"
"8538","XM_022442303.1",NA,NA,NA,"uncharacterized","LOC111107219","cvn:111107219"
"8539","XM_022442304.1",NA,NA,NA,"uncharacterized","LOC111107219","cvn:111107219"
"8540","XM_022442305.1",NA,NA,NA,"uncharacterized","LOC111107219","cvn:111107219"
"8541","XM_022442307.1",NA,NA,NA,"immune-associated nucleotide-binding protein 8-like","LOC111107223","cvn:111107223"
"8542","XM_022442308.1",NA,NA,NA,"immune-associated nucleotide-binding protein 8-like","LOC111107223","cvn:111107223"
"8543","XM_022442309.1",NA,NA,NA,"fibropellin-1-like","LOC111107224","cvn:111107224"
"8544","XM_022442311.1",NA,NA,NA,"fibropellin-1-like","LOC111107224","cvn:111107224"
"8545","XM_022442312.1",NA,NA,NA,"fibropellin-1-like","LOC111107224","cvn:111107224"
