"","Cvirginica_TranscriptID","moduleColor","Airradians_TranscriptID","Protein_name","Cvirginica_ProteinID","Cvirginica_GeneID","Cvirginica_KEGGID"
"508","XM_022477503.1","brown","rna-XM_069260516.1","proteasome subunit alpha type-3-like","proteasome subunit alpha type-3-like","LOC111130431","cvn:111130431"
"509","XM_022477503.1","brown","rna-XM_069260513.1","proteasome subunit alpha type-3-like","proteasome subunit alpha type-3-like","LOC111130431","cvn:111130431"
"510","XM_022477651.1","brown","rna-XM_069281831.1","G kinase-anchoring protein 1-like","G kinase-anchoring protein 1-like","LOC111130507","cvn:111130507"
"511","XM_022477676.1","brown","rna-XM_069281087.1","proteasome subunit alpha type-4-like","proteasome subunit alpha type-4-like","LOC111130528","cvn:111130528"
"512","XM_022477680.1","brown","rna-XM_069261630.1","uncharacterized","uncharacterized","LOC111130532","cvn:111130532"
"513","XM_022477731.1","brown","rna-XM_069261926.1","26S proteasome non-ATPase regulatory subunit 8-like","26S proteasome non-ATPase regulatory subunit 8-like","LOC111130572","cvn:111130572"
"514","XM_022477747.1","brown","rna-XM_069260539.1","cyclin-dependent kinase-like 1","cyclin-dependent kinase-like 1","LOC111130582","cvn:111130582"
"515","XM_022477781.1","brown","rna-XM_069261714.1","signal recognition particle 14 kDa protein-like","signal recognition particle 14 kDa protein-like","LOC111130615","cvn:111130615"
"516","XM_022477808.1","brown","rna-XM_069281737.1","tubulin-specific chaperone A-like","tubulin-specific chaperone A-like","LOC111130641","cvn:111130641"
"517","XM_022477994.1","brown","rna-XM_069260157.1","39S ribosomal protein L11, mitochondrial-like","39S ribosomal protein L11, mitochondrial-like","LOC111130763","cvn:111130763"
"518","XM_022478080.1","brown","rna-XM_069262281.1","arpin-like","arpin-like","LOC111130837","cvn:111130837"
"519","XM_022478417.1","brown","rna-XM_069262331.1","39S ribosomal protein L4, mitochondrial-like","39S ribosomal protein L4, mitochondrial-like","LOC111131076","cvn:111131076"
"520","XM_022478439.1","brown","rna-XM_069262000.1","delta(3,5)-Delta(2,4)-dienoyl-CoA isomerase, mitochondrial-like","delta(3,5)-Delta(2,4)-dienoyl-CoA isomerase, mitochondrial-like","LOC111131091","cvn:111131091"
"521","XM_022478497.1","brown","rna-XM_069268998.1","peptidyl-prolyl cis-trans isomerase-like","peptidyl-prolyl cis-trans isomerase-like","LOC111131116","cvn:111131116"
"522","XM_022478497.1","brown","rna-XM_069252647.1","peptidyl-prolyl cis-trans isomerase-like","peptidyl-prolyl cis-trans isomerase-like","LOC111131116","cvn:111131116"
"523","XM_022478497.1","brown","rna-XM_069261702.1","peptidyl-prolyl cis-trans isomerase-like","peptidyl-prolyl cis-trans isomerase-like","LOC111131116","cvn:111131116"
"524","XM_022478616.1","brown","rna-XM_069249919.1","carbohydrate sulfotransferase 9-like","carbohydrate sulfotransferase 9-like","LOC111131197","cvn:111131197"
"525","XM_022478875.1","brown","rna-XM_069260453.1","cysteine sulfinic acid decarboxylase-like","cysteine sulfinic acid decarboxylase-like","LOC111131388","cvn:111131388"
"526","XM_022479062.1","brown","rna-XM_069262876.1","protein dpy-30 homolog","protein dpy-30 homolog","LOC111131496","cvn:111131496"
"527","XM_022479161.1","brown","rna-XM_069261006.1","ataxin-3-like","ataxin-3-like","LOC111131566","cvn:111131566"
"528","XM_022479376.1","brown","rna-XM_069261933.1","proto-oncogene c-Fos-like","proto-oncogene c-Fos-like","LOC111131718","cvn:111131718"
"529","XM_022479715.1","brown","rna-XM_069256091.1","cytochrome c1-2, heme protein, mitochondrial-like","cytochrome c1-2, heme protein, mitochondrial-like","LOC111132066","cvn:111132066"
"530","XM_022479783.1","brown","rna-XM_069256439.1","orexin receptor type 2-like","orexin receptor type 2-like","LOC111132102","cvn:111132102"
"531","XM_022479784.1","brown","rna-XM_069248373.1","RING-box protein 2-like","RING-box protein 2-like","LOC111132103","cvn:111132103"
"532","XM_022480397.1","brown","rna-XM_069261384.1","melanotransferrin-like","melanotransferrin-like","LOC111132573","cvn:111132573"
"533","XM_022480805.1","brown","rna-XM_069280494.1","protein pelota-like","protein pelota-like","LOC111132883","cvn:111132883"
"534","XM_022480853.1","brown","rna-XM_069257074.1","triosephosphate isomerase-like","triosephosphate isomerase-like","LOC111132917","cvn:111132917"
"535","XM_022481123.1","brown","rna-XM_069264372.1","NADH dehydrogenase [ubiquinone] 1 alpha subcomplex subunit 8-like","NADH dehydrogenase [ubiquinone] 1 alpha subcomplex subunit 8-like","LOC111133037","cvn:111133037"
"536","XM_022481151.1","brown","rna-XM_069284452.1","39S ribosomal protein L35, mitochondrial-like","39S ribosomal protein L35, mitochondrial-like","LOC111133074","cvn:111133074"
"537","XM_022481231.1","brown","rna-XM_069278955.1","peptidyl-tRNA hydrolase 2, mitochondrial-like","peptidyl-tRNA hydrolase 2, mitochondrial-like","LOC111133133","cvn:111133133"
"538","XM_022481325.1","brown","rna-XM_069279529.1","39S ribosomal protein L23, mitochondrial-like","39S ribosomal protein L23, mitochondrial-like","LOC111133190","cvn:111133190"
"539","XM_022481325.1","brown","rna-XM_069279384.1","39S ribosomal protein L23, mitochondrial-like","39S ribosomal protein L23, mitochondrial-like","LOC111133190","cvn:111133190"
"540","XM_022481809.1","brown","rna-XM_069257208.1","RNA polymerase II subunit A C-terminal domain phosphatase SSU72-like","RNA polymerase II subunit A C-terminal domain phosphatase SSU72-like","LOC111133404","cvn:111133404"
"541","XM_022481852.1","brown","rna-XM_069263076.1","proteasome subunit beta type-6-like","proteasome subunit beta type-6-like","LOC111133428","cvn:111133428"
"542","XM_022481914.1","brown","rna-XM_069264272.1","WD repeat-containing protein WRAP73-like","WD repeat-containing protein WRAP73-like","LOC111133474","cvn:111133474"
"543","XM_022481922.1","brown","rna-XM_069250401.1","uncharacterized","uncharacterized","LOC111133478","cvn:111133478"
"544","XM_022482017.1","brown","rna-XM_069256063.1","proteasome subunit alpha type-7-like","proteasome subunit alpha type-7-like","LOC111133546","cvn:111133546"
"545","XM_022482147.1","brown","rna-XM_069257031.1","NEDD8","NEDD8","LOC111133623","cvn:111133623"
"546","XM_022482348.1","brown","rna-XM_069257182.1","nucleoside diphosphate-linked moiety X motif 19-like","nucleoside diphosphate-linked moiety X motif 19-like","LOC111133729","cvn:111133729"
"547","XM_022482634.1","brown","rna-XM_069245523.1","sorbitol dehydrogenase-like","sorbitol dehydrogenase-like","LOC111133902","cvn:111133902"
"548","XM_022482644.1","brown","rna-XM_069256815.1","bactericidal permeability-increasing protein-like","bactericidal permeability-increasing protein-like","LOC111133911","cvn:111133911"
"549","XM_022483103.1","brown","rna-XM_069256515.1","cytochrome b5-like","cytochrome b5-like","LOC111134235","cvn:111134235"
"550","XM_022483230.1","brown","rna-XM_069262244.1","leucine-rich repeat-containing protein 23-like","leucine-rich repeat-containing protein 23-like","LOC111134314","cvn:111134314"
"551","XM_022483281.1","brown","rna-XM_069257854.1","dolichol-phosphate mannosyltransferase subunit 1-like","dolichol-phosphate mannosyltransferase subunit 1-like","LOC111134340","cvn:111134340"
"552","XM_022483523.1","brown","rna-XM_069252958.1","RNA-binding protein 8A-like","RNA-binding protein 8A-like","LOC111134475","cvn:111134475"
"553","XM_022483705.1","brown","rna-XM_069257737.1","plasmolipin-like","plasmolipin-like","LOC111134571","cvn:111134571"
"554","XM_022483859.1","brown","rna-XM_069279574.1","39S ribosomal protein L16, mitochondrial-like","39S ribosomal protein L16, mitochondrial-like","LOC111134635","cvn:111134635"
"555","XM_022484049.1","brown","rna-XM_069267384.1","tyrosine-protein phosphatase non-receptor type 11-like","tyrosine-protein phosphatase non-receptor type 11-like","LOC111134726","cvn:111134726"
"556","XM_022484394.1","brown","rna-XM_069255884.1","cytoplasmic tRNA 2-thiolation protein 2-like","cytoplasmic tRNA 2-thiolation protein 2-like","LOC111134884","cvn:111134884"
"557","XM_022484394.1","brown","rna-XM_069255884.1","cytoplasmic tRNA 2-thiolation protein 2-like","cytoplasmic tRNA 2-thiolation protein 2-like","LOC111134884","cvn:111134884"
"558","XM_022484394.1","brown","rna-XM_069253982.1","cytoplasmic tRNA 2-thiolation protein 2-like","cytoplasmic tRNA 2-thiolation protein 2-like","LOC111134884","cvn:111134884"
"559","XM_022484394.1","brown","rna-XM_069253982.1","cytoplasmic tRNA 2-thiolation protein 2-like","cytoplasmic tRNA 2-thiolation protein 2-like","LOC111134884","cvn:111134884"
"560","XM_022484420.1","brown","rna-XM_069280367.1","actin-depolymerizing factor 6-like","actin-depolymerizing factor 6-like","LOC111134890","cvn:111134890"
"561","XM_022484666.1","brown","rna-XM_069256010.1","NF-kappa-B inhibitor-interacting Ras-like protein 1","NF-kappa-B inhibitor-interacting Ras-like protein 1","LOC111135002","cvn:111135002"
"562","XM_022484726.1","brown","rna-XM_069258042.1","mediator of RNA polymerase II transcription subunit 10-like","mediator of RNA polymerase II transcription subunit 10-like","LOC111135038","cvn:111135038"
"563","XM_022484840.1","brown","rna-XM_069257685.1","39S ribosomal protein L52, mitochondrial-like","39S ribosomal protein L52, mitochondrial-like","LOC111135100","cvn:111135100"
"564","XM_022485028.1","brown","rna-XM_069257780.1","adenosylhomocysteinase A-like","adenosylhomocysteinase A-like","LOC111135192","cvn:111135192"
"565","XM_022485047.1","brown","rna-XM_069279451.1","actin-related protein 2/3 complex subunit 3-like","actin-related protein 2/3 complex subunit 3-like","LOC111135203","cvn:111135203"
"566","XM_022485127.1","brown","rna-XM_069280469.1","RWD domain-containing protein 4-like","RWD domain-containing protein 4-like","LOC111135244","cvn:111135244"
"567","XM_022485330.1","brown","rna-XM_069263013.1","signal peptidase complex subunit 1-like","signal peptidase complex subunit 1-like","LOC111135352","cvn:111135352"
"568","XM_022485610.1","brown","rna-XM_069249127.1","mediator of RNA polymerase II transcription subunit 11-like","mediator of RNA polymerase II transcription subunit 11-like","LOC111135492","cvn:111135492"
"569","XM_022485669.1","brown","rna-XM_069248383.1","renin receptor-like","renin receptor-like","LOC111135522","cvn:111135522"
"570","XM_022485867.1","brown","rna-XM_069250308.1","clathrin light chain B-like","clathrin light chain B-like","LOC111135567","cvn:111135567"
"571","XM_022486299.1","brown","rna-XM_069257728.1","coactosin-like protein","coactosin-like protein","LOC111135869","cvn:111135869"
"572","XM_022486426.1","brown","rna-XM_069263032.1","tetratricopeptide repeat protein 36-like","tetratricopeptide repeat protein 36-like","LOC111135939","cvn:111135939"
"573","XM_022486436.1","brown","rna-XM_069257503.1","cytochrome b-c1 complex subunit Rieske, mitochondrial-like","cytochrome b-c1 complex subunit Rieske, mitochondrial-like","LOC111135946","cvn:111135946"
"574","XM_022486614.1","brown","rna-XM_069278914.1","serine/threonine-protein phosphatase alpha-2 isoform-like","serine/threonine-protein phosphatase alpha-2 isoform-like","LOC111136039","cvn:111136039"
"575","XM_022486692.1","brown","rna-XM_069257635.1","cysteine desulfurase, mitochondrial-like","cysteine desulfurase, mitochondrial-like","LOC111136090","cvn:111136090"
"576","XM_022486704.1","brown","rna-XM_069275983.1","CCR4-NOT transcription complex subunit 4-like","CCR4-NOT transcription complex subunit 4-like","LOC111136085","cvn:111136085"
"577","XM_022486880.1","brown","rna-XM_069257525.1","mitotic spindle-associated MMXD complex subunit MIP18-like","mitotic spindle-associated MMXD complex subunit MIP18-like","LOC111136205","cvn:111136205"
"578","XM_022486880.1","brown","rna-XM_069246222.1","mitotic spindle-associated MMXD complex subunit MIP18-like","mitotic spindle-associated MMXD complex subunit MIP18-like","LOC111136205","cvn:111136205"
"579","XM_022487084.1","brown","rna-XM_069284190.1","small nuclear ribonucleoprotein G-like","small nuclear ribonucleoprotein G-like","LOC111136320","cvn:111136320"
"580","XM_022487245.1","brown","rna-XM_069279442.1","small nuclear ribonucleoprotein Sm D3-like","small nuclear ribonucleoprotein Sm D3-like","LOC111136413","cvn:111136413"
"581","XM_022487313.1","brown","rna-XM_069266052.1","14-3-3 protein homolog 2-like","14-3-3 protein homolog 2-like","LOC111136452","cvn:111136452"
"582","XM_022487338.1","brown","rna-XM_069279017.1","transcription elongation factor SPT4-like","transcription elongation factor SPT4-like","LOC111136465","cvn:111136465"
"583","XM_022487398.1","brown","rna-XM_069261949.1","protein SCO1 homolog, mitochondrial-like","protein SCO1 homolog, mitochondrial-like","LOC111136505","cvn:111136505"
"584","XM_022487416.1","brown","rna-XM_069256436.1","NADH dehydrogenase [ubiquinone] iron-sulfur protein 3, mitochondrial-like","NADH dehydrogenase [ubiquinone] iron-sulfur protein 3, mitochondrial-like","LOC111136515","cvn:111136515"
"585","XM_022487424.1","brown","rna-XM_069248824.1","trafficking protein particle complex subunit 1-like","trafficking protein particle complex subunit 1-like","LOC111136521","cvn:111136521"
"586","XM_022487472.1","brown","rna-XM_069276279.1","cytochrome P450 3A13-like","cytochrome P450 3A13-like","LOC111136547","cvn:111136547"
"587","XM_022487500.1","brown","rna-XM_069271779.1","von Willebrand factor A domain-containing protein 2-like","von Willebrand factor A domain-containing protein 2-like","LOC111136559","cvn:111136559"
"588","XM_022487524.1","brown","rna-XM_069279238.1","28S ribosomal protein S23, mitochondrial-like","28S ribosomal protein S23, mitochondrial-like","LOC111136578","cvn:111136578"
"589","XM_022487525.1","brown","rna-XM_069263758.1","39S ribosomal protein L51, mitochondrial-like","39S ribosomal protein L51, mitochondrial-like","LOC111136579","cvn:111136579"
"590","XM_022487897.1","brown","rna-XM_069284040.1","uncharacterized","uncharacterized","LOC111136789","cvn:111136789"
"591","XM_022488014.1","brown","rna-XM_069279368.1","acyl-CoA dehydrogenase family member 10-like","acyl-CoA dehydrogenase family member 10-like","LOC111136868","cvn:111136868"
"592","XM_022488041.1","brown","rna-XM_069267585.1","39S ribosomal protein L47, mitochondrial-like","39S ribosomal protein L47, mitochondrial-like","LOC111136890","cvn:111136890"
"593","XM_022488123.1","brown","rna-XM_069279313.1","fructose-bisphosphate aldolase-like","fructose-bisphosphate aldolase-like","LOC111136940","cvn:111136940"
"594","XM_022488328.1","brown","rna-XM_069283415.1","V-type proton ATPase subunit e 2-like","V-type proton ATPase subunit e 2-like","LOC111137078","cvn:111137078"
"595","XM_022488485.1","brown","rna-XM_069256212.1","TAR DNA-binding protein 43-like","TAR DNA-binding protein 43-like","LOC111137165","cvn:111137165"
"596","XM_022488613.1","brown","rna-XM_069256760.1","regulator of microtubule dynamics protein 1-like","regulator of microtubule dynamics protein 1-like","LOC111137236","cvn:111137236"
"597","XM_022488670.1","brown","rna-XM_069276195.1","protein lin-7 homolog C-like","protein lin-7 homolog C-like","LOC111137271","cvn:111137271"
"598","XM_022488715.1","brown","rna-XM_069256993.1","prefoldin subunit 4-like","prefoldin subunit 4-like","LOC111137300","cvn:111137300"
"599","XM_022488767.1","brown","rna-XM_069256789.1","cleavage and polyadenylation specificity factor subunit 5-like","cleavage and polyadenylation specificity factor subunit 5-like","LOC111137332","cvn:111137332"
"600","XM_022489273.1","brown","rna-XM_069258427.1","succinate dehydrogenase [ubiquinone] iron-sulfur subunit, mitochondrial-like","succinate dehydrogenase [ubiquinone] iron-sulfur subunit, mitochondrial-like","LOC111137688","cvn:111137688"
"601","XM_022489278.1","brown","rna-XM_069268181.1","39S ribosomal protein L12, mitochondrial-like","39S ribosomal protein L12, mitochondrial-like","LOC111137692","cvn:111137692"
